Crop,Region,Soil_Type,Soil_pH,Rainfall_mm,Temperature_C,Humidity_pct,Fertilizer_Used_kg,Pesticides_Used_kg,Planting_Density,Irrigation,Previous_Crop,irrigation_needed,Yield_ton_per_ha
Wheat,South,Loam,5.900143709913229,223.73151215079463,21.53994913165304,55.90462453949557,102.25684164382385,62.67556411147804,165.9321139696028,Sprinkler,Wheat,0,6.127166077858651
Barley,South,Clay,7.463864487391165,294.04041620171404,31.736289476065515,64.35736939139491,191.86539435180455,75.09629114582015,299.10621787742275,None,Wheat,0,4.29720479155502
Maize,South,Silt,7.906866449091062,425.05946724372484,28.993412692766732,40.919737281246555,92.75048481312348,42.76634237784391,241.4307229706924,Flood,Maize,0,3.866381474964915
Barley,North,Clay,8.464610478180923,551.7074742733272,32.27305744656853,45.39351037493708,73.3352091148053,54.66143612952455,183.43623741442357,Sprinkler,Rice,0,5.76381892178534
Wheat,North,Clay,6.539090509325483,430.40988187763594,31.528866642561727,43.171861188937164,198.8842937998181,75.66641708590264,251.1403034421475,Sprinkler,Rice,0,4.047532618701313
Maize,South,Silt,7.298137666783305,131.08902816364787,43.80321117505686,34.233477315925455,95.34583045707001,75.4892404635065,278.4785343119522,None,Barley,1,4.447996440298095
Wheat,East,Sandy,8.311434900445366,1716.5595915951276,31.565583268042083,50.8714392684054,152.0380509719118,48.20736381125538,166.84916412714537,Flood,Rice,0,6.265241963513237
Wheat,East,Loam,6.001125344014458,171.01492406000082,40.38696264374602,88.73794598711638,84.73402721588997,58.93006074024905,287.4657214934137,Drip,Rice,0,7.120007043583609
Maize,West,Sandy,7.652936759028228,7.430680749246803,24.594608604025396,51.232824387816606,132.51817954795843,93.14698055958725,288.0306422128493,Drip,None,1,4.608809727176955
Barley,South,Silt,7.76493619944749,135.1153416739779,28.14302066373147,57.63219731021854,107.94229799144233,66.87978444489103,152.01966093469767,Sprinkler,Rice,0,5.133200053242836
Barley,East,Silt,5.766926607608015,41.015094221915405,29.112404281344297,69.18523505738251,194.2368891738783,67.83171631179306,285.0478682495091,None,Maize,1,6.4782950368100565
Maize,South,Loam,8.083748155549195,38.84221582396339,23.361841300061393,68.90986507014642,114.92088118257315,80.61582631468241,292.02268773602344,None,Wheat,1,3.3496901651503412
Wheat,East,Sandy,7.939315141332532,99.1915029204819,26.393707844338657,86.99369880111745,137.62612762725863,20.370060668437553,155.65376954705178,Drip,Maize,1,4.490034434831828
Wheat,West,Loam,5.600209019732303,16.455832076849106,32.95539238400326,81.4538484239475,191.71493988502206,57.05958624838548,194.12494852620762,None,Wheat,1,6.868742093940483
Maize,West,Clay,5.773253244640155,349.91852089222255,32.405632899135966,77.63704122630914,198.38514499069328,96.34885626438837,205.96612602241896,None,Wheat,0,7.366898432437904
Rice,South,Clay,5.647380681675557,23.060712091917583,34.09306033720441,87.09763354669863,65.24875460074948,42.5494352958489,202.33357080995853,Flood,Barley,1,5.869427350342399
Rice,East,Clay,6.504230595398086,68.17919186965196,25.55453746260423,43.84592312899029,175.14810680635833,36.543353177988195,263.85048559052836,Flood,Rice,1,4.360372280744804
Wheat,North,Sandy,7.027866972039778,29.250679984657868,24.474944854591712,67.02325167730756,107.31747412808733,64.10871690442818,203.71566888358007,Sprinkler,Barley,1,5.635536415571016
Rice,West,Clay,7.097043183863887,19.575306360610536,33.348536482624894,83.23180600332938,139.22430593084192,29.900748210877307,293.4868214842113,Flood,Wheat,1,3.073051939676602
Rice,South,Loam,6.303000279308328,93.4906703481889,18.98585245282575,67.4482894966861,106.25721184328683,60.035064087128404,299.2488937957107,None,None,1,2.175774878379583
Rice,South,Sandy,8.234790659680822,254.51881631672535,22.5909463059642,88.64522847641217,110.16743084821886,24.00868097718765,197.52283060593697,Drip,None,0,2.4476914583797256
Rice,East,Loam,6.60478836961574,1003.0389698749623,16.263832108589856,36.02116283438274,73.82863039776673,62.181411462811504,226.32011298097603,Drip,Barley,0,2.6490345095031573
Rice,South,Silt,5.636650467896057,625.1714164989744,17.178325577882404,56.35983016759202,135.9149687641799,64.21412652806598,233.65587604500112,Drip,Barley,0,3.353956980383969
Barley,West,Sandy,6.400681334624159,626.082298795294,22.301498377818266,88.64177447451817,132.00739189170872,47.656043111103656,236.91042449505926,Sprinkler,Rice,0,4.770354257620512
Wheat,South,Loam,7.093328267632467,58.09983203902448,15.58587840890757,52.774081714195546,78.40336828075998,44.44717828948197,206.13134912929496,Drip,Barley,1,3.3938504413189174
Wheat,South,Loam,6.724665467764696,92.32755611713398,22.362317762623846,74.37338250595826,131.25956440009122,32.091245056040435,174.89902529382445,Flood,Barley,0,5.510190872752675
Maize,North,Sandy,6.321527557297777,23.840689646993837,34.64928969186078,31.82417406471895,195.96528239466292,39.78300770502349,158.18408125966914,Flood,Maize,1,7.989798970837315
Rice,North,Silt,5.893969749292952,452.1569294373034,16.833212354067992,71.69022687781879,157.16128937806843,54.8511370472227,165.95229984747482,None,Barley,0,4.989086566972149
Barley,West,Sandy,7.957493500288689,21.71195611681317,28.102100333839232,86.07760395165471,122.14738393750278,32.2893010926191,285.1936856390762,Sprinkler,Barley,1,6.541132127400818
Maize,East,Clay,8.488435726372575,244.04963144363973,42.39326360758648,52.96237711140016,187.41259783720628,80.45510170346763,192.05625099307605,Drip,Maize,0,3.7544093443734265
Rice,North,Clay,6.488626400571646,85.45605191535232,38.73854486776203,31.277990275615768,136.29715347579588,73.81317171931946,161.5234474816567,None,Wheat,1,7.777278418758632
Wheat,East,Silt,6.644863132529812,83.69426496160767,24.163125068845716,31.67458826372903,70.2571998091705,34.23752804313959,243.52945493165294,Drip,Wheat,1,3.4946328535531803
Barley,West,Loam,7.3541125740308715,1404.131588136446,42.744164375749406,83.52139834266535,132.12644717186845,18.76916467913932,161.29607268919278,Drip,Maize,0,5.579786020534598
Barley,North,Loam,7.655324424206624,424.1364305463255,24.889394902431746,73.35096642577571,77.14596730488017,10.016203508556652,160.50794095035363,None,Rice,0,7.899984196305405
Wheat,East,Loam,6.676088604410774,544.0899337017037,17.175464890126875,36.40118305359479,165.12572581215113,63.704696714334005,243.23557588068323,Flood,Barley,0,6.84947364637544
Maize,North,Sandy,8.214788550945446,254.5774888244715,44.8216787030434,33.27541662307179,195.07613214420624,29.022737180828397,238.7092866297796,None,Rice,0,7.952199838263418
Rice,West,Sandy,7.180011967686755,614.4160907233667,41.10067581567515,78.28952181692875,104.12278768149955,11.132422309138521,156.22159304249402,Sprinkler,None,0,4.278427914352161
Barley,West,Silt,6.851170229217793,311.10607366258745,28.97798349903277,78.59163796832155,115.23768201877917,42.31767435328204,219.07167516554233,None,Rice,0,2.465788983282842
Rice,North,Clay,7.440018259479715,876.5979518356959,34.99129572577212,37.23131038752294,113.22447002579452,96.579861608569,215.3652461859052,Drip,Barley,0,3.4609439365317343
Barley,East,Loam,8.358411544747518,99.10948338508558,35.13684233570011,48.09122423331821,92.79499636923228,72.09485268668357,232.00336945538325,Flood,Wheat,1,7.745681024742652
Maize,South,Clay,7.883656883265116,271.3972575703555,20.83446692191381,76.80156387443338,169.12699473179467,87.19873326302123,260.6767065655181,None,Barley,0,4.223468131887175
Maize,South,Sandy,5.620039391605373,351.48203229379993,21.001458994608967,61.52472425724038,142.6592499120494,23.026518843465706,192.42000713432913,Flood,Barley,0,2.748641805609421
Wheat,North,Sandy,6.496929732219879,149.7369619939379,29.087421100554774,87.39509164351796,59.60773352848394,16.595933915749274,214.91704253757155,Flood,Barley,0,5.558628815483643
Rice,East,Sandy,6.911634054853668,635.349903705433,42.34719420413094,58.8637587207603,175.82095025347033,11.037678715875021,268.91140265414475,Flood,Rice,0,5.002541706321392
Rice,South,Clay,6.443552716627316,1170.6687828452814,15.299813245757123,70.61747625393076,78.0632346729811,96.00960610175385,288.3834585690853,Flood,Wheat,0,2.374814392595053
Rice,West,Silt,7.60056268249137,204.2289488338354,38.475169078480775,60.58700194449506,196.87267425636816,37.018246181819364,283.6984459574817,Drip,Wheat,1,4.717673881270196
Rice,East,Silt,7.978807449587743,148.60413824860294,16.725803511439626,86.57792974110274,106.49947085038487,51.35544481067722,221.64464281410625,Drip,Rice,0,5.797212152482363
Maize,South,Sandy,7.694035285555815,191.56243278998897,29.346663446493537,53.91954552405653,142.46744707254857,45.507126124159704,228.12986955031528,Drip,Rice,0,3.396127779992174
Wheat,East,Loam,8.467999860484825,574.6600345482068,34.13618499220429,43.787787310716,61.67354283440456,75.74112418535734,229.3658163228239,Drip,Rice,0,2.746644389081415
Rice,North,Clay,6.317642943679087,311.08736079795113,35.60277801247395,49.598031616859586,101.6994912032535,37.89683937574688,280.3073354561227,Drip,None,1,7.188780504689605
Barley,East,Sandy,8.124968485073264,13.741684055660413,16.75437790847734,81.16651224991375,170.3530936041172,58.19075943526464,275.9909260407001,Sprinkler,None,1,5.752688584476148
Barley,South,Clay,7.799867995523458,234.3771441615854,27.558108521519046,59.87631381072801,121.58127379298877,99.60240384599207,196.72987928180177,Sprinkler,Barley,0,2.9315410704864058
Barley,North,Clay,6.586536272674438,5.235455554660235,32.51511781506974,51.25513821013434,185.69052253160342,49.96571962098126,174.4274534133053,None,None,1,5.7746485975050454
Barley,East,Silt,7.702373630970905,452.2477172254417,16.98136611918021,62.65560130856897,136.27076615762107,59.614438662978,206.84618422381524,Flood,Rice,0,6.411535393139147
Rice,West,Sandy,5.812227869254741,119.3885217700971,19.05283669785929,37.993782436610545,189.28582930936216,55.2275256079754,193.26095748741017,Sprinkler,Rice,1,5.585168166423607
Wheat,South,Silt,7.868000447021657,191.6019498159122,34.90946968512115,30.321558277535765,197.39148605188342,82.2867542322429,292.6171087222364,Drip,Rice,0,2.696940869568839
Maize,North,Sandy,7.096991807761308,480.85505662548474,30.64914589771955,46.83508102160945,118.08418392774139,34.015568863021755,189.88735191579775,Flood,Wheat,0,2.748468448082489
Maize,East,Clay,6.37687051812776,14.268652981479113,19.854859838048718,66.30034318701254,134.7734858866712,25.339421452851727,177.18100225904033,Drip,Wheat,1,2.2708692371431827
Rice,West,Silt,7.46733190535254,51.78558766838527,31.057180107442004,72.70084617968324,175.23809648769048,77.86838424383758,284.9218593838823,Drip,None,1,3.404024092158864
Barley,South,Clay,7.424859996143227,152.2296047942204,42.38077120333247,79.596657981118,83.22995083037196,47.40563677317888,162.97179065341066,None,Maize,0,2.357894504412648
Rice,West,Sandy,6.1284586681588,78.38027359694952,15.467627543260917,85.59981356366818,179.24443606716645,92.23534080790185,189.03990771396903,Flood,Maize,1,6.831820925906324
Rice,East,Loam,5.591192244434579,123.70224914013967,34.279013204575634,54.72674081788608,138.78802105659042,67.9743357214058,215.86667910008828,Drip,Rice,1,2.0924331674979486
Wheat,East,Silt,6.800867760705022,1891.8095045079056,17.209513038160257,74.43100797344728,158.8250203076788,60.79088005405683,239.2661067239523,Drip,Wheat,0,5.486101758333888
Wheat,North,Silt,7.208535608033264,523.6020985265318,15.193483288941025,34.480375811883754,61.97810339951678,16.341134934328945,199.15093445599595,None,Barley,0,6.8590004485200895
Wheat,West,Clay,8.129815835111796,645.995706939547,19.519634659819012,33.4517999263248,164.92815251801053,75.73707146240181,224.43509953815075,Flood,None,0,7.3691779467902245
Rice,North,Clay,8.284650386942783,829.6464384847003,27.68719895561758,37.4878795191694,96.61803568604876,71.74363289616625,179.82467796459096,Sprinkler,Wheat,0,4.456730329298358
Barley,South,Loam,7.086415654470299,125.08033522554298,39.07031996945859,56.91414586984574,170.78484152747632,67.60647320384393,236.1411180338228,Flood,Rice,1,5.725545782459975
Rice,North,Silt,7.761410451305634,105.75235911406737,23.45356489813676,42.676886309924996,126.37288074540604,34.11185712136215,211.1725212419489,Drip,Rice,1,7.707002961063293
Rice,South,Sandy,6.817909816983991,79.9964086685652,33.77019637166276,47.21549651626895,91.19215022234496,95.20653895070001,277.38895309026753,Sprinkler,Maize,1,6.029662708087409
Barley,East,Sandy,7.738246469718679,531.7934376277569,27.3346991386592,68.87281041073817,192.91395455324812,38.94896143295381,212.36012000829786,None,Rice,0,7.40655420694275
Barley,East,Silt,6.114404574817501,341.4104497552839,22.029953758980238,51.51133072817076,164.75935965672488,23.700786107854086,216.57231268230754,None,Rice,0,6.105752055713571
Barley,West,Silt,6.613194204410594,80.82378693542941,30.427413428485757,63.44229346308133,197.85291108104704,98.84810394415125,238.82624840136188,Drip,Barley,1,2.407983613696846
Barley,South,Silt,7.402683996440844,141.95965658537887,38.923934711178696,54.74422540419553,104.67048476183056,77.16216512113913,168.4755006115412,Flood,None,0,3.181297999943073
Maize,East,Loam,5.554473896821237,211.99848553435115,39.974771101684325,40.138155331189175,147.3829450312458,47.33081940935632,173.51927650594217,Drip,Barley,0,7.642706223940898
Wheat,West,Sandy,7.667383931016862,225.32192068268333,40.395585956317106,34.44119941535365,141.73830167955902,94.23247877998361,268.5356620840861,Flood,Maize,0,7.065613552179416
Rice,West,Sandy,8.0066065038045,658.7325555534345,25.156734376649382,44.17388971859327,153.13351116032044,18.200563692957754,191.01281687093206,None,Wheat,0,4.536330714342172
Wheat,North,Clay,6.697424983281854,143.68480072370483,38.80368194147259,33.46202816946266,55.747484906199624,17.8895094783902,252.70453933926842,Drip,Maize,1,2.9667539653996644
Wheat,West,Clay,6.8438272515314935,717.5036908843333,21.365353653267235,67.11671759338842,93.75789858160611,71.42059167657268,164.61404549658033,Drip,Rice,0,2.9430224845577895
Rice,East,Silt,8.053846636649594,174.67906619217263,37.1527530372865,77.74305608796602,186.40063606862108,26.017484354095917,273.27699904770196,Sprinkler,None,1,7.4291720748851855
Maize,North,Clay,7.826963905978101,411.5667938946275,43.4515327881785,50.384446094244055,113.57300823083403,92.54255636739558,298.2342166378436,Drip,Rice,0,2.9972472855163046
Wheat,South,Loam,6.364448467100125,798.8699386405052,15.412315040728716,53.226663321141494,194.09655186223208,85.63232568689838,206.05364178116764,Flood,None,0,4.317679813120741
Rice,South,Sandy,6.471928319684617,714.4096172333253,28.21091793536394,78.9714637655584,82.02547589674637,37.57305016910678,225.8295152872345,Sprinkler,None,0,7.404825804728404
Rice,East,Sandy,7.53663469717179,17.591704781653906,34.433129652420135,43.35677474241362,199.6135960221634,89.99556240424332,216.40679697597034,Flood,None,1,2.200597221350117
Maize,East,Clay,7.189594277344484,69.08983878150586,36.05327311462659,37.14961591169245,154.63713634392985,13.859891830659553,284.1281622958535,Sprinkler,Wheat,1,5.784446842699756
Rice,North,Silt,5.986688713289491,194.39790016286733,20.282632748076068,60.067087039865186,166.45901360997317,59.37740674637445,151.49010565453193,None,Maize,0,4.103573530321289
Barley,North,Clay,6.429789727687499,169.45484015726962,44.165498257157786,68.77141017199423,109.52917583038037,94.200649633795,248.0188981745754,Flood,Wheat,0,2.6466998721501778
Wheat,East,Silt,8.199949830635962,307.2393500284054,33.45796103912919,65.97926550278876,186.05121818909313,86.98446810421284,247.85524092052992,Flood,Wheat,0,5.405143457673276
Wheat,East,Loam,7.56452331016679,868.5438154733537,19.930218036848032,72.83238271645085,131.8194351437933,42.04659914208955,207.35775124469296,Drip,Wheat,0,4.909407119750061
Wheat,South,Sandy,8.457922953056558,35.77181874657284,15.615675351375458,33.405070930381434,152.14075703369525,26.45833917111714,182.90004631755218,None,Barley,1,2.595209229135877
Barley,South,Loam,7.801037589942308,180.36663448448948,38.49792596369328,55.69209676550237,64.2212407004429,28.94865295633701,185.95240221225535,Sprinkler,Barley,0,3.6032676032917705
Wheat,South,Sandy,8.325923296430771,64.11061804630914,17.391142183363772,44.314231436741586,144.752105133934,56.30570902705647,270.0696181820837,Sprinkler,Barley,1,6.442137114019101
Maize,East,Loam,6.148565721611426,673.5995338913442,19.231527632107095,75.54727557276145,181.86184823932348,63.709564945282665,159.91546445624385,None,Wheat,0,6.53510142519162
Wheat,West,Clay,7.814454624450777,1002.145167693544,32.24490080567072,82.36382904362097,76.74248423239821,12.953288496127279,234.57362194115385,Drip,Rice,0,5.592096392173868
Rice,East,Loam,5.560652560443392,195.42984406558628,33.10516510348859,46.8801444483849,160.6588901952269,47.21964033113993,196.02609044673983,Flood,Barley,1,2.6629230770931063
Barley,East,Loam,7.512280065134602,32.947907722022606,35.60661355777195,35.7130847441645,53.81011384919818,84.73484040795141,189.78717187024807,Flood,Barley,1,7.118550861420177
Maize,South,Clay,6.907846834360724,461.5466201410692,26.80542037990862,45.20567771948381,188.93045248437784,49.98960552122174,225.8606498296554,Drip,Wheat,0,3.0362238943453193
Maize,East,Sandy,6.540280215760205,358.34672567835537,38.216960069004685,36.24050934353518,197.43756740467794,25.225785185446945,284.67922594196506,Sprinkler,Maize,0,6.325630318296185
Barley,North,Sandy,8.087213056879268,131.39842380844925,44.23075798847666,49.34532996680723,103.12701001971416,95.93742637171871,242.71378785559963,Drip,Rice,1,2.255505572563009
Barley,East,Clay,8.062803077972593,655.1939825274264,23.13284829239649,62.291914699309544,66.06107745730023,33.964798593382,268.29159416329856,Flood,None,0,3.990979061891921
Maize,East,Loam,5.566905114695931,1116.8163823332636,36.09085849613838,88.42085726389239,148.78645522447175,81.85854390706545,240.10256688943213,None,None,0,4.870169563899104
Barley,East,Loam,7.3285153673482935,244.8344380449876,42.854059571854705,53.96221526108151,54.47517712212186,27.44147497050414,254.6573669809111,Sprinkler,Rice,0,2.167784283042928
Maize,East,Loam,6.603496672962869,250.22520268059566,35.58860287851128,43.20239543127727,122.37294219457802,48.08554562994309,214.86114731899434,Drip,Wheat,0,3.029321726424313
Maize,West,Silt,6.746983004501347,105.93873069608287,35.433284959327786,40.0081044222501,90.76687627068299,54.13802857973307,288.8972452812276,Flood,Maize,1,3.9134615177996173
Maize,East,Sandy,7.996122217656328,263.48615754834196,21.7131770725562,40.38238596832056,121.00085809293154,55.057176635342,225.29085306587416,Sprinkler,Maize,0,7.895044149540111
Maize,North,Loam,6.429519314583035,173.75399573850322,31.05390600959079,41.55586099568755,52.741327210753546,56.482648129063435,232.76620038401447,Drip,None,0,6.676855061299327
Rice,North,Sandy,8.32914643191286,107.94296736709529,31.875685308137406,75.73602135224682,57.74182746060597,30.245278662078526,228.74482548822743,None,Maize,1,7.044178830307157
Barley,East,Loam,6.038901479116422,20.86457807281557,36.00388687367858,33.661662685945196,52.39637432650735,56.43239697647517,197.42835302473776,Sprinkler,None,1,6.00510133425273
Barley,South,Clay,7.488167270104533,87.38972567288354,44.90464349688548,89.84416241658204,142.8697805070671,53.35414784899788,184.68576533987783,None,Barley,1,3.7543670508729488
Rice,West,Clay,7.516315201041294,66.1396358162364,16.00931467631286,61.36118346997567,134.01393765128128,28.78475474136369,161.07524461733325,Flood,Wheat,1,6.256687421143372
Barley,East,Sandy,6.256585484283755,234.29333052048247,16.956979838024605,62.65631365804954,84.97369978049068,98.93724035533397,257.7262473003823,Sprinkler,Maize,0,6.042445877329872
Rice,East,Sandy,6.474251826901606,276.14235784727464,17.338502082927562,51.45383272197629,146.9964693356032,87.90070535078951,193.39128947555562,None,Wheat,0,5.659707086516393
Wheat,East,Clay,8.004395477739822,281.3858952545818,37.289374034668704,71.41532156472724,182.63108853424626,89.88187159202347,208.37969447934108,Drip,Barley,0,3.7899290213890167
Maize,South,Silt,7.785415764864857,147.39563806682065,19.090613853322726,58.28738045284786,91.59831515391704,71.70139453446055,287.98922440893193,None,Rice,0,3.5792861787429215
Rice,South,Clay,6.487287640944278,164.0548970414148,33.67355623471036,49.74367709787299,174.79907118184812,24.39073276225809,234.96710241178107,Flood,Rice,1,4.017795380280525
Barley,South,Loam,7.101869640804802,539.1614538788531,24.740066336803753,45.90830422248257,149.37637040032723,61.1282857509774,164.56170958559073,Drip,Rice,0,3.874382296036928
Barley,West,Silt,5.6850408887592865,194.01239819913772,28.71959868632133,85.53907241599558,55.07306647594747,83.92956684646475,269.94178692357747,None,None,0,2.4669956963100295
Wheat,North,Clay,6.126237647195888,1321.2407467277276,21.469894794522418,47.459370903145214,106.27248437441517,13.486283981979629,188.41958986641833,Sprinkler,None,0,6.813667886115192
Rice,West,Silt,6.957461676581197,173.74056327106737,40.98319683913626,56.18359556579052,126.16358237885257,54.625879295885774,232.90587639692737,None,Rice,1,4.215542419131646
Rice,South,Silt,5.757921205837635,314.58766188003966,32.58450972489079,51.020484126988094,159.7548784932082,45.65105919954263,226.4972212295986,Sprinkler,Barley,0,6.239820878312372
Maize,North,Silt,8.029997064675813,15.502641483461336,43.33689790746757,35.17072964568216,93.06958373801254,29.091225669337327,185.7118263527821,Sprinkler,None,1,3.679546744037016
Barley,North,Sandy,7.654018630322944,317.82317653264283,32.23788749112988,41.15606366893603,197.40951572868985,44.04250033887859,167.36565521918715,None,Rice,0,5.612097883086468
Maize,South,Clay,8.330901011945485,572.0024349100396,18.7172409179084,41.37011851958292,152.68096107576287,98.51477597825075,181.6892409742452,Flood,Wheat,0,2.208041610684603
Rice,South,Sandy,7.580400717892081,856.5712070912625,20.126113015154264,71.61897086337929,105.92205157465408,75.09189937255998,164.60066993459483,Sprinkler,Rice,0,2.636230166802017
Maize,West,Sandy,8.321204116786557,1776.6500202904024,44.67221929103542,54.39512459794855,64.5537558615668,36.958337201344726,191.34420284281518,Flood,Rice,0,4.187178251348291
Wheat,South,Loam,7.1635376670728945,99.46036529661154,36.76695591992603,76.91805378423952,77.20516404062148,64.48195463327465,299.5946266106197,Sprinkler,Wheat,1,3.6124206806887837
Maize,North,Loam,7.300655833185909,256.961169041718,16.47836250087269,72.53705546004942,123.14116400827349,32.19906162571118,210.31383978620738,Sprinkler,None,0,4.120419006240679
Rice,East,Silt,8.430913163878783,179.74298454288174,36.11343015103994,41.52298598376226,124.204303243755,64.97595181218465,279.5832587002516,None,Wheat,1,7.584152933345435
Maize,South,Silt,7.426387440592781,248.90835020911743,27.36519140428835,63.77501520720604,165.15781472320302,90.65500205364386,232.3766538193592,Sprinkler,None,0,2.4434046915701177
Wheat,South,Loam,5.59235970658224,51.397734345320956,24.216251604695714,74.57453076292816,158.92649383583787,60.11891199482971,249.98746190005994,Drip,Barley,1,4.776384949718331
Barley,West,Loam,7.67140832989157,581.694365343083,19.62182381191603,67.98257540854338,80.1909557776726,76.00059779074144,173.45219546258343,None,None,0,3.1895397442294358
Wheat,West,Clay,8.216406076412246,720.9502570528932,40.19711863669697,66.00099048527886,139.24349308373974,50.80050988446671,191.22088011329632,Drip,Maize,0,4.135031109454662
Maize,South,Silt,7.88674074938298,179.16660957336717,16.91524136967302,74.37665324404608,53.09327011143325,57.17115258975969,226.56651345433883,Drip,None,0,6.0622093011884495
Barley,North,Silt,7.251499817876268,98.73038256860809,23.69506387138921,33.40684435537841,109.78210990765001,72.55675708793908,282.1715151340261,Sprinkler,Maize,0,7.837634768674401
Rice,North,Loam,7.513910539280549,45.537738461867846,24.19148681477113,73.88531684168598,164.61578608574087,83.11645045462575,156.43320538274102,Flood,None,1,6.168366236122292
Barley,East,Clay,8.470575367755014,345.3807350420754,19.82715851890501,46.3593157892057,109.92628899307496,69.35062478729047,226.03799393485815,None,Wheat,0,7.309066582212436
Maize,South,Loam,5.771986265528015,112.29104220928735,30.24554649860611,64.31233527056125,175.33943597021363,97.97427945010837,157.65183187626448,Flood,None,1,2.8835519941975924
Rice,West,Loam,7.501734485899719,720.8495118023918,15.351078804326779,44.53829968179045,196.42329351879224,83.78403290184545,218.52340146739238,None,Rice,0,3.0883496865289377
Wheat,North,Sandy,6.3501930837117815,333.5206339191784,24.029265462312274,80.32905433241027,141.08189040490487,79.94441841470876,244.33022389989554,Drip,None,0,7.260610878752522
Maize,East,Silt,7.420271189758511,311.27095462782984,43.00888332099192,58.833561258045364,71.7506114512635,86.05914210829229,261.7084787142461,Sprinkler,Wheat,0,5.645134052230388
Rice,South,Clay,7.322870727651816,245.88679408093734,24.315887080260172,68.57647272149902,106.9515811858116,35.30898418819142,170.779800789094,Sprinkler,Wheat,0,6.752716296152206
Wheat,North,Sandy,5.960370496324487,14.057156990559148,25.81378161320255,77.64492260860368,51.42250326025628,48.88424385535426,174.9862925192022,Sprinkler,None,1,3.3371588485772277
Wheat,South,Silt,6.120239937220718,806.1322716517031,29.19495144702215,83.71891530428186,140.4088885761129,60.80166265551316,220.5097382537686,Flood,None,0,4.091569849413348
Maize,South,Loam,7.36488873412964,296.60802301780495,31.850801245544243,73.92372582416046,173.23527514606974,51.61476865984171,299.7054686968611,Sprinkler,None,0,2.486207166154757
Rice,North,Clay,5.884689841911323,1537.9140312738284,39.26125934462232,38.92611457142434,144.49101183845644,86.27120364016717,203.4070253485145,Sprinkler,Barley,0,7.373512694793545
Barley,North,Silt,6.2955426253909685,231.2394882152033,20.70963669468053,81.27194217514719,167.91293437751747,12.436166591130881,214.12911410443655,Flood,Maize,0,7.7381325478882435
Barley,North,Loam,8.005736643214007,371.47704450397066,41.15239131577671,67.11467495193037,169.98558909138302,28.825787550953876,214.8670114221827,Flood,None,0,7.144783085259871
Barley,South,Sandy,6.481274518004916,17.355338023489864,37.72648071431668,66.56698550281641,177.65188643261956,89.35358869016694,162.10512320356432,Sprinkler,None,1,4.623081885027887
Maize,South,Clay,6.964180468808989,299.68670605951615,36.67951003984666,85.2804335882953,89.99956744963313,15.319012390927048,266.1258217934993,Sprinkler,Maize,0,4.04680826685628
Rice,East,Silt,8.32342100543752,434.00395823619715,17.604137211439056,44.92989333995298,180.6902784230633,30.428947324791828,187.96522866391612,Drip,Rice,0,4.775604645555264
Maize,West,Sandy,6.181447266510839,452.21916844797465,15.64922069923754,44.375257109642,148.11409976952365,41.61252973388376,255.55005853243796,Sprinkler,Barley,0,5.825705018043408
Rice,South,Loam,6.668878052074032,441.04845972142846,32.82038102724252,60.79161328169771,93.45883348917305,77.56665047305218,221.2634818253386,Flood,Barley,0,4.589044061961956
Rice,West,Loam,7.319373326630637,76.96458708560229,40.89401887569484,75.05178399209191,198.09420724943917,60.416262655016354,241.7669613329076,None,Rice,1,4.529721669186815
Wheat,North,Silt,7.766016788511917,1111.4840855976752,32.53324392421908,56.83444249371055,192.52735905975035,95.91442325022979,158.09574547424944,Sprinkler,Maize,0,4.586234560290664
Wheat,South,Loam,8.204960160138116,1600.626423423683,21.397045963365926,68.03348339354413,136.16614748095992,30.50875135656761,283.49485266248496,None,Maize,0,6.467463096884791
Maize,East,Clay,8.246418962720545,23.581781523817508,17.715596938476395,57.15148345336313,176.48125675993452,88.49083644898565,186.57851541295702,Sprinkler,Wheat,1,6.72074522151206
Maize,East,Silt,7.829920223117869,826.7615980740209,35.987893584532046,66.62323082921813,89.22417330798075,35.46221407743239,250.51430812512555,Sprinkler,Maize,0,7.22322993370282
Wheat,West,Sandy,6.184992509779931,102.51444811221226,36.65310831953428,79.33573815682267,112.40554949163351,32.094843321390414,269.7028668099243,Drip,Barley,1,3.4579236441576238
Rice,North,Silt,5.574427990127697,350.6628691180929,20.17595102061326,40.8286017654554,77.59576411157505,54.853767828941564,231.00580759247956,Sprinkler,Wheat,0,2.945028540717048
Barley,West,Silt,6.651321791066872,123.79718731978146,15.845709464896089,71.72271204035904,128.0153963943872,16.408405473084432,200.60010331179362,Flood,None,0,4.070767495836803
Wheat,North,Sandy,5.92464655296347,1030.311390842469,27.24850539669591,77.245544360291,124.40021451074979,44.587631169395486,296.6855061721615,Sprinkler,None,0,4.522688021190622
Wheat,East,Loam,7.631162942314894,32.1098600785819,32.48156106399067,56.826684448906946,81.92198389423496,42.01083712987693,191.76595699060434,None,None,1,6.211205952163788
Rice,West,Sandy,7.483391760477151,206.59528132169532,36.18007228701573,49.39401462407126,150.92025405741464,24.409140013159618,292.2993505684906,Sprinkler,Wheat,1,6.5475826031098086
Maize,East,Clay,5.631914924864365,167.60995303179456,39.29835027458708,30.812659435464123,67.66854432881188,87.47153607474195,173.43362005270976,Flood,Barley,1,7.9049172010551825
